info: cargo-llvm-cov currently setting cfg(coverage); you can opt-out it by passing --no-cfg-coverage
   Compiling auto-rust v0.2.0 (C:\My Script\auto-rust)
    Finished `test` profile [unoptimized] target(s) in 53.85s
     Running unittests src\lib.rs (target\llvm-cov-target\debug\deps\auto-b54427a9c358f6d5.exe)
test config::tests::test_twitter_activity_config_with_persona_path ... ok
test config::tests::test_twitter_llm_config_defaults ... ok
test config::tests::test_twitter_llm_config_with_custom_values ... ok
test config::tests::test_twitter_probabilities_config_custom_values ... ok
test config::tests::test_twitter_probabilities_config_defaults ... ok
test config::validation::tests::test_config_error_debug ... ok
test config::validation::tests::test_config_error_display ... ok
test config::validation::tests::test_validate_browser_connection_timeout_too_low ... ok
test config::validation::tests::test_validate_browser_invalid_timeout ... ok
test config::validation::tests::test_validate_browser_max_workers_boundary ... ok
test config::validation::tests::test_validate_browser_missing_profiles ... ok
test config::tests::test_load_config_applies_browser_orchestrator_env_overrides ... ok
test config::validation::tests::test_validate_browser_too_many_workers ... ok
test config::validation::tests::test_validate_browser_valid ... ok
test config::validation::tests::test_validate_browser_zero_discovery_retries ... ok
test config::validation::tests::test_validate_browser_zero_workers ... ok
test config::validation::tests::test_validate_config_invalid_browser ... ok
test config::validation::tests::test_validate_config_invalid_orchestrator ... ok
test config::validation::tests::test_validate_config_valid ... ok
test config::validation::tests::test_validate_orchestrator_invalid_timeout ... ok
test config::validation::tests::test_validate_orchestrator_negative_concurrency ... ok
test config::validation::tests::test_validate_orchestrator_retry_delay_too_low ... ok
test config::validation::tests::test_validate_orchestrator_stagger_too_high ... ok
test config::validation::tests::test_validate_orchestrator_task_timeout_too_low ... ok
test config::validation::tests::test_validate_orchestrator_too_many_retries ... ok
test config::validation::tests::test_validate_orchestrator_valid ... ok
test config::validation::tests::test_validate_orchestrator_zero_concurrency ... ok
test error::tests::test_browser_error_clone_not_implemented ... ok
test error::tests::test_browser_error_connection_with_empty_message ... ok
test error::tests::test_browser_error_disconnected_with_empty_message ... ok
test error::tests::test_browser_error_empty_selector ... ok
test error::tests::test_browser_error_message_formatting ... ok
test error::tests::test_browser_error_page_with_empty_message ... ok
test error::tests::test_browser_error_special_chars ... ok
test error::tests::test_browser_error_timeout_with_empty_message ... ok
test error::tests::test_config_error_clone_not_implemented ... ok
test error::tests::test_config_error_empty_field ... ok
test error::tests::test_config_error_empty_path ... ok
test error::tests::test_config_error_env_var_with_empty_message ... ok
test error::tests::test_config_error_message_formatting ... ok
test error::tests::test_config_error_validation_with_empty_message ... ok
test error::tests::test_error_chain_with_source ... ok
test error::tests::test_error_debug_display ... ok
test error::tests::test_error_display_consistency ... ok
test error::tests::test_error_message_very_long ... ok
test error::tests::test_error_message_with_newlines ... ok
test error::tests::test_error_message_with_tabs ... ok
test error::tests::test_error_variants_are_exhaustive ... ok
test error::tests::test_network_error_api_key_with_empty_message ... ok
test error::tests::test_network_error_clone_not_implemented ... ok
test error::tests::test_network_error_connection_with_empty_message ... ok
test error::tests::test_network_error_empty_status ... ok
test error::tests::test_network_error_empty_url ... ok
test config::tests::test_load_config_applies_browser_orchestrator_invalid_env_falls_back ... ok
test error::tests::test_network_error_message_formatting ... ok
test error::tests::test_network_error_timeout_with_empty_message ... ok
test error::tests::test_orchestrator_error_clone_not_implemented ... ok
test error::tests::test_orchestrator_error_from_acquire_error ... ok
test error::tests::test_orchestrator_error_from_anyhow_error ... ok
test error::tests::test_orchestrator_error_from_browser_error ... ok
test error::tests::test_orchestrator_error_from_config_error ... ok
test error::tests::test_orchestrator_error_from_io_error ... ok
test error::tests::test_orchestrator_error_from_network_error ... ok
test error::tests::test_orchestrator_error_from_session_error ... ok
test error::tests::test_orchestrator_error_from_task_error ... ok
test error::tests::test_orchestrator_error_from_toml_error ... ok
test error::tests::test_orchestrator_error_other_empty_string ... ok
test error::tests::test_orchestrator_error_other_unicode ... ok
test error::tests::test_orchestrator_error_other_variant ... ok
test error::tests::test_result_type_alias ... ok
test error::tests::test_session_error_clone_not_implemented ... ok
test error::tests::test_session_error_initialization_with_empty_message ... ok
test error::tests::test_session_error_message_formatting ... ok
test error::tests::test_session_error_page_registry_with_empty_message ... ok
test error::tests::test_session_error_shutdown_with_empty_message ... ok
test error::tests::test_session_error_unhealthy_with_empty_message ... ok
test error::tests::test_session_error_zero_timeout ... ok
test error::tests::test_task_error_cancelled_with_empty_message ... ok
test error::tests::test_task_error_clone_not_implemented ... ok
test error::tests::test_task_error_empty_task_name ... ok
test error::tests::test_task_error_execution_with_empty_reason ... ok
test error::tests::test_task_error_message_formatting ... ok
test error::tests::test_task_error_validation_with_empty_reason ... ok
test error::tests::test_task_error_zero_retries ... ok
test health_logger::tests::test_health_logger_config_clone ... ok
test health_logger::tests::test_health_logger_config_custom ... ok
test health_logger::tests::test_health_logger_config_debug ... ok
test health_logger::tests::test_health_logger_config_default ... ok
test health_logger::tests::test_health_logger_new ... ok
test internal::tests::test_internal_module_compiles ... ok
test llm::client::tests::test_chat_choice_with_content ... ok
test llm::client::tests::test_chat_choice_with_message ... ok
test llm::client::tests::test_chat_message_creation ... ok
test llm::client::tests::test_chat_message_struct ... ok
test llm::client::tests::test_chat_request_creation ... ok
test llm::client::tests::test_chat_request_with_messages ... ok
test llm::client::tests::test_chat_response_creation ... ok
test llm::client::tests::test_chat_response_with_error ... ok
test llm::client::tests::test_chat_response_with_message ... ok
test llm::client::tests::test_llm_client_has_fallback ... ok
test llm::client::tests::test_llm_config_custom_provider ... ok
test llm::client::tests::test_create_llm_client_from_config_default ... ok
test llm::client::tests::test_llm_client_new ... ok
test llm::client::tests::test_llm_config_default ... ok
test llm::client::tests::test_llm_provider_inequality ... ok
test llm::client::tests::test_llm_provider_variants ... ok
test llm::client::tests::test_multiple_chat_messages ... ok
test llm::client::tests::test_nvidia_retryable_statuses ... ok
test llm::client::tests::test_ollama_config_custom ... ok
test llm::client::tests::test_ollama_config_defaults ... ok
test llm::client::tests::test_openrouter_config_custom ... ok
test llm::client::tests::test_openrouter_config_default_fallbacks_empty ... ok
test llm::client::tests::test_openrouter_config_defaults ... ok
test llm::client::tests::test_openrouter_config_with_fallbacks ... ok
test llm::client::tests::test_openrouter_error_creation ... ok
test llm::client::tests::test_openrouter_auth_failure_401_no_retry ... ok
test llm::client::tests::test_openrouter_fallback_no_fallbacks_configured_fails_on_primary_error ... ok
test llm::client::tests::test_openrouter_fallback_all_models_fail_returns_error ... ok
test llm::client::tests::test_openrouter_fallback_empty_response_triggers_fallback ... ok
test llm::client::tests::test_openrouter_fallback_api_error_in_response_triggers_fallback ... ok
test llm::client::tests::test_openrouter_fallback_primary_falls_back_to_first_fallback ... ok
test llm::client::tests::test_openrouter_fallback_chains_through_all_models ... ok
test llm::client::tests::test_openrouter_response_creation ... ok
test llm::client::tests::test_openrouter_fallback_primary_succeeds_no_fallback_needed ... ok
test llm::client::tests::test_openrouter_malformed_json_response ... ok
test llm::client::tests::test_openrouter_fallback_uses_correct_model_in_request_body ... ok
test llm::models::tests::test_chat_choice_with_content_variant ... ok
test llm::models::tests::test_chat_choice_with_message_variant ... ok
test llm::client::tests::test_openrouter_fallback_with_realistic_model_names ... ok
test llm::models::tests::test_chat_message_assistant ... ok
test llm::models::tests::test_chat_message_clone ... ok
test llm::models::tests::test_chat_message_content_conversion ... ok
test llm::client::tests::test_openrouter_rate_limit_429_triggers_fallback ... ok
test llm::models::tests::test_chat_message_empty_content ... ok
test llm::models::tests::test_chat_message_system ... ok
test llm::models::tests::test_chat_message_user ... ok
test llm::models::tests::test_chat_request_defaults ... ok
test llm::models::tests::test_chat_request_empty_messages ... ok
test llm::models::tests::test_chat_request_with_max_tokens ... ok
test llm::models::tests::test_chat_request_with_temperature ... ok
test llm::client::tests::test_openrouter_server_error_503_triggers_fallback ... ok
test llm::models::tests::test_chat_response_parsing ... ok
test llm::models::tests::test_chat_response_with_done_false ... ok
test llm::models::tests::test_chat_response_with_error ... ok
test llm::models::tests::test_llm_config_custom ... ok
test llm::models::tests::test_llm_config_defaults ... ok
test llm::models::tests::test_llm_config_new ... ok
test config::tests::test_load_config_applies_remaining_env_overrides ... ok
test llm::models::tests::test_llm_config_with_openrouter_fallbacks ... ok
test llm::models::tests::test_llm_provider_default ... ok
test llm::models::tests::test_ollama_config_custom ... ok
test llm::models::tests::test_ollama_config_defaults ... ok
test llm::models::tests::test_openrouter_config_custom ... ok
test llm::models::tests::test_openrouter_config_defaults ... ok
test llm::models::tests::test_openrouter_error_with_code ... ok
test llm::models::tests::test_openrouter_fallback_models_empty_by_default ... ok
test llm::models::tests::test_openrouter_response_empty ... ok
test llm::models::tests::test_openrouter_response_with_id ... ok
test llm::models::tests::test_openrouter_response_with_model ... ok
test bacon_core::tests::gather_project_context_returns_file_tree_and_source_samples ... ok
test llm::models::tests::test_openrouter_with_multiple_fallbacks ... ok
test llm::models::tests::test_usage_partial ... ok
test llm::models::tests::test_usage_with_tokens ... ok
test llm::reply_engine::tests::test_build_messages_includes_system_and_user ... ok
test llm::reply_engine::tests::test_build_quote_messages_content_order ... ok
test llm::reply_engine::tests::test_build_quote_messages_empty_replies ... ok
test llm::reply_engine::tests::test_build_quote_messages_structure ... ok
test llm::reply_engine::tests::test_build_reply_messages_content_order ... ok
test llm::reply_engine::tests::test_build_reply_messages_empty_replies ... ok
test llm::reply_engine::tests::test_quote_engine_system_prompt_banned_words ... ok
test llm::reply_engine::tests::test_quote_engine_system_prompt_contains_rules ... ok
test llm::reply_engine::tests::test_quote_engine_system_prompt_formatting_rules ... ok
test llm::reply_engine::tests::test_quote_engine_system_prompt_not_empty ... ok
test llm::reply_engine::tests::test_quote_engine_system_prompt_tone_adaptation ... ok
test llm::reply_engine::tests::test_quote_user_prompt_ends_with_quote_tweet ... ok
test llm::reply_engine::tests::test_quote_user_prompt_trims_tweet_text ... ok
